X,Y,routes,linedirid,rtid,stopname,objectid
6128214.340453,1932812.6061489,57,239021,62559,Saratoga & Graves,1542
6127779.64283158,1932353.42071556,57,239021,62560,Saratoga & Prospect,1543
6126870.98093499,1930855.60743822,57,239021,62561,Quito & Saratoga,1544
6126882.95236775,1929655.90872215,57,239021,62563,Quito & Paseo Olivos,1545
6126890.31488582,1928786.93080132,57,239021,62564,Quito & Paseo Tierra,1546
6126879.95467032,1927081.42141706,57,239021,62565,Quito & Clemson,1547
6126987.05845875,1925114.03394765,57,239021,62566,Quito & Sousa,1548
6127037.29785958,1924286.9775309,57,239021,62567,Quito & Aspesi,1549
6127112.42861483,1923487.56377539,57,239021,62568,Quito & Montpere,1550
6125414.47531784,1923264.90805273,"37, 57",238881,62569,Allendale & Chester,1551
6123651.80463058,1923489.84657922,"37, 57",238881,62570,Allendale & Portos,1552
6121495.940504,1925152.7277679,26,238820,62571,Saratoga & Kerwin Ranch Court,1553
6122536.83901274,1926321.59255615,26,238820,62572,Saratoga & Dagmar,1554
6123605.67611392,1927333.46192348,26,238820,62573,Saratoga & Highway 85,1555
6124539.339929,1928449.14013831,26,238820,62574,Saratoga & Cox,1556
6125539.243441,1929654.09671789,26,238820,62575,Saratoga & Bucknall,1557
6126544.71419908,1930830.5963334,26,238820,62576,Saratoga & Kosich,1558
6140563.083472,1976068.48190731,59,239031,62584,1st & Rose Orchard (Infinity),1559
6138728.44475283,1977520.43110314,59,239031,62586,1st & Holger,1560
6136397.57310225,1979672.88217881,59,239031,62587,1st & Nortech,1561
6135730.47962016,1980100.28257073,59,239031,62588,1st & Tony P. Santos,1562
6135123.15373509,1980300.62403356,59,239031,62589,1st @ Alviso Park,1563
6134229.79134858,1980612.90162423,59,239031,62590,1st & Grand,1564
6133096.232264,1981180.26039764,59,239030,62591,Gold & Taylor,1565
6133424.00883941,1981026.51890723,59,239030,62598,Liberty & Taylor,1566
6136357.58269666,1979604.3196519,59,239030,62599,1st & Nortech,1567
6138962.2500595,1977202.53246073,59,239030,62600,1st & Lamplighter,1568
6140021.32340066,1976365.28774415,59,239030,62601,1st & Vista Montana,1569
6140790.92028667,1975756.8824649,59,239030,62602,1st & Rose Orchard,1570
6141634.30278625,1975090.18793215,59,239030,62603,1st & Nicholson,1571
6142302.22730342,1974796.92998847,"203, 59, 825",238730,62604,Tasman & 1st,1572
6144193.36361299,1970284.79137498,20,238691,62607,Montague & 1st,1573
6126697.47176757,1931158.80269799,26,238821,62616,Saratoga & Lawrence,1574
6125370.06300507,1929573.41741732,26,238821,62618,Saratoga & Wooddell,1575
6124292.88471325,1928304.52527006,26,238821,62619,Saratoga & Cox,1576
6123395.98099525,1927213.75415765,26,238821,62620,Saratoga & Vineyard,1577
6122267.21848899,1926095.79970065,26,238821,62621,Saratoga & Highway 85,1578
6121516.44472808,1925304.97516681,26,238821,62622,Saratoga & Via Monte,1579
6131735.72514249,1972464.32212089,823,239211,62623,Old Ironsides & Tasman,1580
6138409.24427575,1969723.50706448,20,238690,62630,Agnew & Avina,1581
6139375.89391725,1970081.72518006,20,238690,62631,Agnew & Garrity,1582
6140438.49087341,1969452.74054565,20,238690,62632,Agnew & Sun Fire,1583
6150790.16603616,1962681.41124056,60,239040,62636,Brokaw & Bering,1584
6151541.19143699,1963285.47860198,60,239040,62638,Brokaw & Rogers,1585
6152470.88380332,1963985.19636264,60,239040,62639,Brokaw & Junction,1586
6154888.25560899,1964720.18111314,60,239040,62640,Brokaw & Ridder Park,1587
6156364.32745999,1964773.1504954,60,239040,62641,Murphy & Oakland,1588
6157971.57227699,1965676.34980448,60,239040,62642,Murphy & Ringwood,1589
6162091.3219115,1968822.86746156,70,239100,62645,Hostetter & Four Oaks,1590
6163535.07919458,1974699.35833323,70,239100,62650,Morrill & Cropley,1591
6162677.02841724,1976045.07381764,70,239100,62651,Morrill & Laneview,1592
6162488.64329533,1976883.9156439,71,239161,62652,Landess & Morrill,1593
6163758.29364316,1977545.15283848,71,239161,62653,Landess & Ashwood,1594
6164603.06393525,1977993.80285981,71,239161,62654,Landess & Corktree,1595
6165965.93358482,1978721.51072198,71,239161,62656,Landess & Edgehill,1596
6166651.02571858,1978559.69542882,71,239161,62657,Piedmont & Madrid,1597
6166986.83771099,1977984.93115839,71,239161,62658,Piedmont & Rowley,1598
6160309.09811375,1972142.80931248,203,238730,62667,Capitol & Trade Zone (Cropley Stn),1599
6162871.59758191,1969627.8199199,"70, 70",239101,62669,Hostetter & Capitol,1600
6161674.99137934,1968606.13429923,70,239101,62670,Hostetter & Coral Tree,1601
6158790.47779141,1966426.72067906,60,239041,62672,Murphy & Lundy,1602
6157627.90400109,1965564.20042248,60,239041,62673,Murphy & Ringwood,1603
6155723.91043374,1964949.84732048,60,239041,62674,Brokaw & Oakland,1604
6154620.67510742,1964703.79367873,60,239041,62675,Brokaw & Ridder Park,1605
6151806.94681099,1963642.33976489,60,239041,62676,Brokaw & Junction,1606
6149067.37355,1962484.27777657,203,238730,62681,1st & Karina,1607
6141260.53023984,1969009.22732507,20,238691,62683,Agnew & Montague,1608
6140294.35139792,1969694.22004956,20,238691,62684,Agnew & Sun Fire,1609
6139215.25480282,1970176.71481948,20,238691,62685,Agnew & Garrity,1610
6138404.25281592,1969832.1010074,20,238691,62686,Agnew & Avina,1611
6132982.330917,1972798.58588806,200,238701,62694,Tasman & Convention Center,1612
6131007.25120574,1906416.69338964,27,238830,62695,Los Gatos Civic Center,1613
6132444.16827941,1906310.62929732,27,238830,62696,Main & Jackson,1614
6133282.01174808,1907034.47758715,27,238830,62697,Los Gatos & Stacia,1615
6131611.65911767,1911885.7503649,27,238831,62698,Santa Cruz & Blossom Hill,1616
6131835.679667,1913406.53734957,27,238831,62699,Winchester & Daves,1617
6132285.76013166,1914605.86041023,27,238831,62700,Winchester & Vineland,1618
6132987.53300633,1915596.57660465,27,238831,62701,Winchester & Milani,1619
6133742.4042,1916690.62231681,27,238831,62702,Winchester & Wild,1620
6134032.12081216,1917084.44928506,27,238831,62703,Winchester & La Rinconada,1621
6138085.45916216,1923921.32307848,"27, 37",238831,62704,Winchester & Hacienda,1622
6139911.92827825,1927115.66708347,"27, 37, 37",238831,62705,Winchester & Camden,1623
6139920.29866832,1928069.23702674,60,239040,62706,Winchester & Budd,1624
6139932.38722683,1929582.07848923,60,239040,62707,Winchester & Rincon,1625
6139942.64508033,1930413.26613131,60,239040,62708,Winchester & Campbell,1626
6139949.90589258,1931689.48733215,60,239040,62709,Winchester & Latimer,1627
6139958.05941959,1932459.89524014,60,239040,62710,Winchester & Hamilton,1628
6139981.52000257,1933823.98929673,60,239040,62711,Winchester & Colonial,1629
6139988.46093358,1934516.12472348,60,239040,62712,Winchester & Driftwood,1630
6139997.41892092,1935620.07855231,60,239040,62713,Winchester & Payne,1631
6140009.64855525,1937442.07950148,60,239040,62714,Winchester & Walgrove,1632
6140031.95789383,1940684.09762374,60,239040,62716,Winchester & Moorpark,1633
6140047.324661,1941807.25285773,60,239040,62717,Winchester & Olsen,1634
6140045.69408683,1942602.93925849,60,239040,62718,Winchester & Olin,1635
6140083.49289575,1946355.98162115,60,239040,62720,Winchester & Woodland,1636
6140087.16185166,1946968.0561844,60,239040,62721,Winchester & Kenwood,1637
6140099.87836166,1947751.13992006,60,239040,62722,Winchester & Tulip,1638
6140121.47444709,1948713.24626356,60,239040,62723,Winchester & Newhall,1639
6140369.55564383,1950407.05783656,60,239040,62725,Bellomy & Lincoln,1640
6141468.148591,1951002.19641006,60,239040,62726,Monroe & Bellomy,1641
6141074.23697725,1954839.47777748,"22, 59",238751,62729,El Camino & Washington,1642
6139580.01785283,1955416.13016748,"21, 59",238741,62730,Monroe & Warburton,1643
6139279.25336249,1956170.94427465,"21, 59",238741,62731,Monroe & Don Avenue,1644
6138915.94109699,1956771.60678723,"21, 59",238741,62732,Monroe & Cabrillo,1645
6137630.76584584,1957248.98509756,"21, 59",238741,62733,Monroe & Scott,1646
6137574.97757158,1959393.59596582,59,239030,62734,Scott & Martin,1647
6137598.82037166,1960139.72833182,59,239030,62735,Scott & Walsh,1648
6137625.24879649,1961741.20511574,59,239030,62736,Scott & Central,1649
6137525.47963908,1961344.38274665,"59, 827, 827",239031,62737,Scott & Central,1650
6137508.23492292,1960089.79601698,59,239031,62738,Scott & Walsh,1651
6137495.04892567,1959244.44928248,59,239031,62739,Scott & Martin,1652
6137617.612985,1957188.37727915,"21, 59",238740,62740,Monroe & Scott,1653
6138688.29096174,1956898.95692623,"21, 59",238740,62741,Monroe & Stardust,1654
6139193.97072466,1956201.03640606,"21, 59",238740,62742,Monroe & Don Avenue,1655
6140195.74759249,1954350.55355848,"22, 59",238750,62743,El Camino & Monroe,1656
6143987.05234583,1953955.59535889,59,239031,62745,Santa Clara Transit Center,1657
6141243.680536,1951245.27367981,60,239041,62746,Market & Monroe,1658
6140219.31217791,1950805.57738073,60,239041,62747,Market & Lincoln,1659
6139762.27962741,1950055.96372248,60,239041,62748,Winchester & Bellomy,1660
6140052.55168466,1948506.02226856,60,239041,62749,Winchester & Newhall,1661
6140031.48053259,1947596.70879848,60,239041,62750,Winchester & Tulip,1662
6140017.50615108,1946826.39012915,60,239041,62751,Winchester & Dolores,1663
6139971.84909016,1943129.91195782,60,239041,62753,Winchester & Stevens Creek,1664
6139948.73102616,1941825.89553697,60,239041,62754,Winchester & Olsen,1665
6139911.36922425,1938120.18739723,60,239041,62755,Winchester & Williams,1666
6139913.62709375,1936914.4621184,60,239041,62756,Winchester & Greentree,1667
6139896.51065816,1935396.96384107,60,239041,62757,Winchester & Payne,1668
6139883.86927925,1933961.69308956,60,239041,62758,Winchester & Cadillac,1669
6139880.11830249,1932536.84554556,"101, 60",238641,62760,Winchester & Hamilton,1670
6139882.52184099,1931452.74371114,60,239041,62761,Winchester & Latimer,1671
6139859.41886882,1930543.82754998,60,239041,62762,Winchester & Campbell,1672
6139863.94182566,1929220.81313564,60,239041,62764,Winchester & Mission,1673
6139859.44281891,1928554.8587589,60,239041,62765,Winchester & Catalpa,1674
6139839.35526067,1926939.08771223,"27, 37, 37",238830,62767,Winchester & Camden,1675
6139401.66420691,1926148.39178707,"27, 37, 37",238830,62768,Winchester & Friar,1676
6138495.39928716,1924719.34904148,"27, 37",238830,62769,Winchester & Sunnyoaks,1677
6137724.80437167,1923804.2186539,"27, 37",238830,62770,Hacienda & Winchester,1678
6137120.22520025,1923815.09494448,"27, 37",238830,62771,Hacienda & Walnut,1679
6136515.95409907,1923827.07228273,"27, 37",238830,62772,Hacienda & Capri,1680
6134987.71240491,1923841.14541732,"27, 37",238830,62773,Hacienda & Via Ranchero,1681
6133242.80414933,1923716.69455072,"27, 37",238830,62774,Burrows & Hacienda,1682
6133158.48148333,1922112.49401897,27,238830,62775,Pollard & Bracebridge,1683
6133686.2566745,1921415.95472965,27,238830,62776,Pollard & Teakwood,1684
6134721.80447216,1921043.92725848,27,238830,62777,Knowles & Dardanelli,1685
6135776.6816275,1921049.98630148,27,238830,62778,Knowles & Capri,1686
6134633.31810059,1918240.65169707,27,238830,62779,Winchester & Newell,1687
6134069.67257433,1917232.79577315,27,238830,62780,Winchester & La Rinconada,1688
6133674.46404716,1916720.45755897,27,238830,62781,Winchester & Eaton,1689
6132975.41262375,1915695.8155794,27,238830,62782,Winchester & Valley Oak,1690
6132175.39453875,1914548.60855623,27,238830,62783,Winchester & Vineland,1691
6131723.75239742,1913158.49847557,27,238830,62784,Winchester & Daves,1692
6130723.78162833,1909060.15562239,27,238830,62786,Los Gatos-Saratoga & Village Lane,1693
6133228.117827,1907033.1399914,27,238831,62787,Los Gatos & Simons,1694
6132287.23060116,1906367.7239994,27,238831,62788,Main & Pleasant,1695
6131343.05598032,1906419.03459232,27,238831,62789,Main & Villa,1696
6129612.21101683,1906812.39535415,27,238831,62791,Santa Cruz & Main,1697
6134273.8617985,1908501.34407598,27,238830,62792,Los Gatos & Fillmer,1698
6135070.59609741,1909749.89833739,27,238830,62793,Los Gatos & Nino,1699
6135530.84812966,1910879.19791606,27,238830,62794,Los Gatos & Magneson,1700
6136633.05852367,1913650.97878981,27,238830,62795,Los Gatos & Los Gatos-Almaden,1701
6137106.62647416,1914820.87999332,27,238830,62797,Los Gatos @ Village Square,1702
6137489.24513149,1915518.08594798,27,238830,62798,Los Gatos & Gateway,1703
6139117.44955225,1918070.56968814,61,239050,62800,Bascom & Samaritan,1704
6140300.49082133,1919805.96844831,61,239050,62802,Bascom & White Oaks,1705
6140920.78288783,1920636.82702281,61,239050,62803,Bascom & Woodard,1706
6141687.88535625,1921647.87158865,61,239050,62804,Bascom & Shelley,1707
6143145.65278192,1923649.71338548,61,239050,62805,Bascom & Jewell,1708
6145153.05591933,1919876.97618032,61,239050,62806,Union & Stratford,1709
6145151.69831049,1921101.25325932,61,239050,62808,Union & Camden,1710
6145157.80886258,1922071.60696165,61,239050,62809,Union & Cambrianna,1711
6145162.98470524,1923133.01100682,61,239050,62810,Union & Foxworthy,1712
6144882.99609199,1924576.76205631,61,239050,62811,Union & Lantz,1713
6144135.44542174,1925074.34931573,61,239050,62812,Bascom & Curtner,1714
6145234.58758041,1930305.9438394,61,239050,62813,Bascom & Campbell,1715
6145259.99500991,1931871.74484165,61,239050,62814,Bascom & Campisi,1716
6145282.21412557,1933609.47168115,61,239050,62815,Bascom & Hamilton,1717
6145294.35386509,1934593.20757456,61,239050,62816,Bascom & Pamlar,1718
6145303.66585433,1935544.21321848,61,239050,62817,Bascom & Stokes,1719
6145315.40730067,1936730.05631922,61,239050,62818,Bascom & Downing,1720
6145314.8633385,1937283.93021148,61,239050,62819,Bascom & Leon,1721
6145341.93677516,1940422.45247772,61,239050,62821,Bascom & Jeffrey V. Smith,1722
6145358.54566583,1942268.41761781,61,239050,62823,Bascom & Scott,1723
6145343.42561734,1943542.06730148,61,239050,62825,Bascom & San Carlos,1724
6145348.113272,1944190.53975782,61,239050,62826,Bascom & Olive,1725
6153200.80852458,1953804.73968948,61,239050,62829,Hedding & San Pedro,1726
6154772.78569558,1952650.14455773,61,239050,62830,Taylor & 1st,1727
6155693.14310683,1953173.86923206,61,239050,62831,Taylor & 4th,1728
6156678.99743433,1953745.08035998,61,239050,62832,Taylor & 7th,1729
6157412.33389416,1954168.95877731,"61, 61",239050,62833,Taylor & 10th,1730
6158417.07105792,1954744.32081556,61,239050,62834,Taylor & 13th,1731
6159517.64792499,1955375.83694097,61,239050,62835,Taylor & 17th,1732
6160474.66274324,1955934.1366774,"61, 61",239050,62836,Taylor & 21st,1733
6162865.40008774,1961618.5721589,"61, 70",239050,62839,Berryessa & King,1734
6164233.53481866,1963363.54242224,61,239050,62841,Berryessa & Jackson,1735
6166676.69791134,1966313.91086531,61,239050,62842,Berryessa & Capitol,1736
6167045.27164924,1966784.1287569,61,239050,62843,Berryessa & Sandstone,1737
6167904.26435383,1969419.3557699,61,239050,62847,Sierra & Matterhorn,1738
6169041.13675199,1970045.62321815,61,239050,62848,Sierra & Sabal,1739
6170663.45404541,1969645.3513809,61,239051,62850,Berryessa & Piedmont,1740
6169654.54070891,1968542.69315314,61,239051,62851,Berryessa & Sabal,1741
6168732.96643658,1967859.75783923,61,239051,62852,Berryessa & Matterhorn,1742
6167518.46820942,1967176.72869349,61,239051,62853,Berryessa & Morrill,1743
6166663.03160007,1966453.2120959,61,239051,62854,Berryessa & Capitol,1744
6164259.09644733,1963561.62667173,"61, 70",239051,62856,Berryessa & Flickinger,1745
6160553.60353024,1956024.37238932,61,239051,62861,Taylor & 21st,1746
6159624.55158257,1955489.32588723,61,239051,62862,Taylor & 18th,1747
6158534.50914325,1954862.01907098,61,239051,62863,Taylor & 14th,1748
6157624.17763057,1954340.23599382,61,239051,62864,Taylor & 11th,1749
6156470.44338949,1953678.27078231,61,239051,62865,Taylor & 7th,1750
6155492.23701258,1953113.50747615,61,239051,62866,Taylor & 4th,1751
6154631.62062357,1952755.30937365,61,239051,62867,1st & Taylor,1752
6152983.2023325,1953774.5071384,61,239051,62868,Hedding & San Pedro,1753
6145280.81189741,1944847.39638373,61,239051,62869,Bascom & Naglee,1754
6145268.00746109,1944029.72052565,61,239051,62870,Bascom & Bailey,1755
6145269.13442732,1943248.24603873,61,239051,62871,Bascom & San Carlos,1756
6145265.63213775,1942069.19491914,61,239051,62873,Bascom & Scott,1757
6145238.94551133,1938975.8202004,61,239051,62875,Bascom & Fruitdale,1758
6145222.89731508,1937147.68999839,61,239051,62876,Bascom & Leon,1759
6145217.42422891,1936276.73734398,61,239051,62877,Bascom & Eisenhower,1760
6145208.16407683,1935329.37211274,61,239051,62878,Bascom & Stokes,1761
6145203.10765649,1934523.59518097,61,239051,62879,Bascom & Pamlar,1762
6145185.38032974,1933574.17450765,61,239051,62880,Bascom & Southwest Expressway,1763
6145156.77507199,1931799.76663914,61,239051,62881,Bascom & Campisi,1764
6145139.17012033,1930421.01710007,61,239051,62882,Bascom & Fewtrell,1765
6144761.84246291,1924722.81819464,61,239051,62883,Union & Lantz,1766
6145094.93890958,1919826.15672815,61,239051,62884,Union & Stratford,1767
6145084.02620174,1918484.81262606,61,239051,62885,Union & Barrett,1768
6144220.65194425,1925374.19123574,61,239051,62886,Bascom & Union,1769
6143768.10724567,1924708.55641215,61,239051,62887,Bascom & Curtner,1770
6142985.47003141,1923585.17316023,61,239051,62888,Bascom & Shamrock,1771
6142222.89281641,1922521.22253223,61,239051,62889,Bascom & Camden,1772
6141509.27744575,1921578.52592681,61,239051,62890,Bascom & Shelley,1773
6140565.55295524,1920326.60290574,61,239051,62891,Bascom & Woodard,1774
6140001.7519175,1919536.02607481,61,239051,62892,Bascom & White Oaks,1775
6137249.57566333,1915325.90851082,27,238831,62893,Los Gatos & Garden,1776
6136789.35414283,1914301.45550723,27,238831,62894,Los Gatos & Garden,1777
6135300.02674091,1910548.88656881,27,238831,62895,Los Gatos & Roberts,1778
6135001.54111741,1909784.11710098,27,238831,62896,Los Gatos & Nino,1779
6134244.96749933,1908534.20654306,27,238831,62897,Los Gatos & Caldwell,1780
6165208.75990233,1905005.78610648,0,239070,62900,Crown & Almaden,1781
6163921.87796167,1905863.88642439,"0, 83",239070,62901,Camden & Trinidad,1782
6162072.04078208,1906314.81367214,"0, 83",239070,62902,Camden & Little Falls,1783
6160970.71883775,1906295.66640073,"0, 83",239070,62903,Camden & McAbee,1784
6159397.26102667,1906270.42071632,0,239070,62904,Camden & Meridian,1785
6158498.04005608,1907629.58171189,0,239070,62905,Meridian & Paso Los Cerritos,1786
6158727.4506865,1908945.47540556,0,239070,62906,Meridian & Redmond,1787
6158761.20980532,1910086.19786164,0,239070,62907,Meridian & Oakglen,1788
6157950.52441883,1911121.80405815,0,239070,62908,Meridian & Torrington,1789
6157992.85602708,1912406.5997169,0,239070,62909,Meridian & Oslo,1790
6155742.04261532,1916273.74454165,0,239070,62910,Meridian & Dentwood,1791
6154991.80100559,1918100.91838072,0,239070,62911,Meridian & Portobelo,1792
6154501.53853466,1918913.0000899,0,239070,62912,Meridian & Branham,1793
6153954.18464249,1920206.25111231,0,239070,62914,Meridian & Hallbrook,1794
6153557.5751995,1921475.40572622,0,239070,62915,Meridian & Willowgate,1795
6153384.60343258,1922032.22515064,0,239070,62916,Meridian & Willowmont,1796
6152930.9937755,1923222.86122081,0,239070,62917,Meridian & Hillsdale,1797
6152600.52101125,1924258.35094772,0,239070,62918,Meridian & Foxworthy,1798
6151980.60328783,1925434.3886219,0,239070,62919,Meridian & Husted,1799
6151484.62199633,1926373.33654715,0,239070,62920,Meridian & Andalusia,1800
6150851.38835466,1927566.7170344,0,239070,62921,Meridian & Curtner,1801
6150482.03968391,1928658.53538881,0,239070,62922,Meridian & Maykirk,1802
6150507.33425274,1929774.62009889,0,239070,62923,Meridian & Dry Creek,1803
6150519.53206299,1931217.90428582,0,239070,62924,Meridian & Gaton,1804
6150536.57763258,1932519.82720689,0,239070,62925,Meridian & Hamilton,1805
6150544.58778717,1933897.62924132,0,239070,62926,Meridian & Willowbrae,1806
6150551.74722166,1935238.30110064,0,239070,62927,Meridian & Minnesota,1807
6150592.14346632,1938548.12978281,0,239070,62928,Meridian & Fruitdale,1808
6150608.85931216,1941580.11059548,0,239070,62929,Meridian & Harmon,1809
6151298.27427192,1943479.64354181,0,239070,62932,Race & San Carlos,1810
6151258.87408824,1944414.99764223,0,239070,62933,Race & Park,1811
6151214.51525308,1945445.46835031,0,239070,62934,Race & Yosemite,1812
6151186.76793325,1946131.2074644,0,239070,62935,Race & The Alameda,1813
6153904.79727408,1945904.9854759,202,238720,62936,San Jose Diridon Station (Bay 7),1814
6159407.56710841,1948678.3165434,"523, 523",238970,62943,7th & Santa Clara,1815
6159518.56852683,1948221.49626282,"72, 73",239170,62944,San Fernando & 7th,1816
6155215.35961358,1945749.54910699,202,238720,62951,San Fernando & Delmas,1817
6151171.00221674,1945548.81361607,0,239071,62952,Race & Yosemite,1818
6151219.22390509,1944369.71361206,0,239071,62953,Race & Park,1819
6151265.0522255,1943089.41761623,0,239071,62954,Race & San Carlos,1820
6150443.20281933,1941125.97600506,0,239071,62957,Meridian & Parkmoor,1821
6150493.96748158,1936092.72885373,0,239071,62958,Meridian & Willow,1822
6150482.92288424,1935188.36058372,0,239071,62959,Meridian & Isabel,1823
6150477.90616199,1934028.27169657,0,239071,62960,Meridian & Blackford,1824
6150468.81562899,1932617.71316598,0,239071,62961,Meridian & Hamilton,1825
6150456.756598,1931530.56015657,0,239071,62962,Meridian & Mount Vernon,1826
6150433.7979825,1929721.83739606,0,239071,62963,Meridian & Dry Creek,1827
6150407.17106725,1928575.54900622,0,239071,62964,Meridian & Maykirk,1828
6150703.36010741,1927726.26133473,0,239071,62965,Meridian & Curtner,1829
6151455.07448325,1926304.95840307,0,239071,62966,Meridian & Harte,1830
6151948.16864142,1925367.50981864,0,239071,62967,Meridian & Husted,1831
6152660.90737341,1923861.25528523,0,239071,62968,Meridian & Foxworthy,1832
6152879.19466649,1923184.31142914,0,239071,62969,Meridian & Hillsdale,1833
6153310.14918517,1922074.4898299,0,239071,62971,Meridian & Willowmont,1834
6153629.20235284,1921050.10506764,0,239071,62972,Meridian & Jacob,1835
6153913.304803,1920139.13248014,0,239071,62973,Meridian & Hallbrook,1836
6154513.34592575,1918768.25858147,0,239071,62975,Meridian & Corte De Callas,1837
6155095.75945908,1917811.32906489,0,239071,62977,Meridian & Portobelo,1838
6155708.27135742,1916214.89262523,0,239071,62978,Meridian & Dentwood,1839
6156663.49648108,1914539.81657906,0,239071,62979,Meridian & Princeton,1840
6157109.81317374,1914032.48786931,0,239071,62980,Meridian & Blossom Hill,1841
6157941.27017225,1912344.00338539,0,239071,62981,Meridian & Oslo,1842
6157912.27744807,1911055.73299606,0,239071,62982,Meridian & Torrington,1843
6158697.80934158,1910071.47774673,0,239071,62983,Meridian & Oakglen,1844
6158637.5847245,1908834.64885557,0,239071,62984,Meridian & Redmond,1845
6158431.81971608,1907601.79469398,0,239071,62985,Meridian & Paso Los Cerritos,1846
6159390.67212908,1906159.4547309,0,239071,62986,Camden & Leyland Park,1847
6160684.44513208,1906195.36935723,0,239071,62987,Camden & McAbee,1848
6161854.44935374,1906211.31223872,"0, 83",239071,62988,Camden & Crystal Springs,1849
6163823.50315842,1905787.7605924,"0, 83",239071,62989,Camden & Trinidad,1850
6161536.68358508,1913938.33090539,"0, 83",239060,62995,Almaden & Coleman,1851
6161572.48666307,1915166.78350098,"0, 83",239060,62996,Almaden & Via Monte,1852
6161489.91858675,1916303.39080781,"0, 83",239060,62997,Almaden & Blossom Hill,1853
6161418.79044816,1917227.53561306,0,239060,62998,Almaden & Foxchase,1854
6161209.85057732,1919983.15608606,0,239060,62999,Almaden & Cherry,1855
6161038.5011825,1921512.15958972,0,239060,63000,Almaden & Branham,1856
6160610.1949525,1924878.40416956,0,239060,63001,Almaden & Chard,1857
6160303.48592025,1926418.87582615,"37, 0",238880,63002,Almaden & Foxworthy,1858
6158497.23034641,1930107.01871231,0,239060,63003,Lincoln & Mayette,1859
6158087.40997183,1930881.0686734,0,239060,63004,Lincoln & Curtner,1860
6157658.54206316,1931703.11066447,0,239060,63005,Lincoln & Lincoln,1861
6157276.17307724,1932422.14465947,0,239060,63007,Lincoln & Malone,1862
6156883.79722159,1933092.90217623,0,239060,63008,Lincoln & Byerley,1863
6156409.58261883,1934264.1248994,0,239060,63009,Lincoln & Pine,1864
6156164.09032767,1934988.78519548,0,239060,63010,Lincoln & Willow Glen,1865
6155439.17871974,1935924.88371699,0,239060,63012,Lincoln & Minnesota,1866
6154899.15519349,1936636.11096907,0,239060,63013,Lincoln & Brace,1867
6154168.11662933,1937953.59521073,0,239060,63015,Lincoln & Willow,1868
6153804.41624124,1938605.76319773,0,239060,63016,Lincoln & Broadway,1869
6153473.23416083,1939369.24100147,0,239060,63017,Coe & Lincoln,1870
6153886.08733775,1939611.0334969,0,239060,63018,Coe & Leona,1871
6154674.10019742,1939967.75030315,0,239060,63019,Coe & Clintonia,1872
6155235.39599083,1940568.93807715,0,239060,63020,Bird & Atlanta,1873
6155339.06212208,1942194.0204569,0,239060,63022,Bird & Virginia,1874
6154450.83194317,1943919.50421065,0,239060,63023,Barack Obama Blvd & San Carlos,1875
6154482.21114549,1944656.06244881,0,239060,63024,Barack Obama Blvd & Park,1876
6153907.96688716,1945844.85403448,"0, 0",239060,63025,San Jose Diridon Station (Bay 8),1877
6167854.94883566,1953833.68254498,23,238760,63026,Alum Rock & King,1878
6168707.6590725,1954323.86529164,23,238760,63027,Alum Rock & McCreery,1879
6169292.45645933,1954661.72124323,23,238760,63028,Alum Rock & Checkers,1880
6170318.09909308,1955255.06027965,23,238760,63029,Alum Rock & Jose Figueres,1881
6171370.29416716,1955858.61681531,23,238760,63030,Alum Rock & Jackson,1882
6172728.42137216,1956638.81440189,23,238760,63031,Alum Rock & Muirfield,1883
6174679.75670832,1959955.97607465,71,239161,63036,White & Gay,1884
6175623.03500549,1958516.22895415,71,239161,63037,White & Alum Rock,1885
6173769.22736141,1957225.8742514,25,238791,63038,Alum Rock & Capitol,1886
6174885.24415825,1957872.71547739,25,238791,63040,Alum Rock & Cedar,1887
6175612.363767,1958378.73513465,25,238790,63062,Alum Rock & White,1888
6174958.59801416,1958003.12696198,25,238790,63063,Alum Rock & Cedar,1889
6173469.36083516,1957150.77039897,23,238761,63065,Alum Rock & Capitol,1890
6172874.74719499,1956810.05323264,23,238761,63066,Alum Rock & Alexander,1891
6171311.78280124,1955913.3493174,23,238761,63067,Alum Rock & Jackson,1892
6170307.07188417,1955337.15099473,23,238761,63069,Alum Rock & Jose Figueres,1893
6169602.12939641,1954930.36178206,23,238761,63070,Alum Rock & Sunset,1894
6168809.38885592,1954484.07461689,23,238761,63071,Alum Rock & McCreery,1895
6154015.0782215,1945832.32453197,"500, 500",238930,63072,San Jose Diridon Station (Bay 12),1896
6154342.41450907,1944194.96363348,0,239061,63073,Barack Obama Blvd & Park,1897
6154531.80651875,1943539.58272639,0,239061,63074,Barack Obama Blvd & San Carlos,1898
6155220.69752942,1941979.85093772,0,239061,63075,Bird & Virginia,1899
6154735.03314641,1940055.3259154,0,239061,63078,Coe & Clintonia,1900
6153922.65583417,1939664.01469015,0,239061,63079,Coe & Leona,1901
6153407.20312491,1939213.64944914,0,239061,63080,Lincoln & Coe,1902
6153670.31086642,1938740.32165565,0,239061,63081,Lincoln & Lester,1903
6154227.40161575,1937736.40601256,0,239061,63082,Lincoln & Willow,1904
6154858.20383184,1936601.40106472,0,239061,63084,Lincoln & Brace,1905
6155430.04094274,1935858.38188148,0,239061,63085,Lincoln & Minnesota,1906
6156125.01658691,1934943.48508923,0,239061,63086,Lincoln & Willow Glen,1907
